SERVICE REQUEST #,DATE RECEIVED,LOT LOCATION,DANGEROUS OR HAZARDOUS?,Dangerous flag,OPEN OR BOARDED?,Open flag,ENTRY POINT,VACANT OR OCCUPIED?,Vacant flag,VACANT DUE TO FIRE?,Fire flag,ANY PEOPLE USING PROPERTY?,In use flag,ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,Full Address,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location
11-04273132,12/19/2011,Rear,,2,Open,1,ALL OVER,Vacant,1,,0,1,1,5012,S,ADA,ST,60609,5012 S ADA ST chicago IL 60609,1168176.46011908,1871525.72658287,41.80300086583727,-87.65874570443333,"41.80300086583727,-87.65874570443333"
11-04273845,12/19/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,3804,W,87TH,ST,60652,3804 W 87TH ST chicago IL 60652,1152560.48590055,1846606.43847436,41.73494040815719,-87.71667235719438,"41.73494040815719,-87.71667235719438"
11-04274153,12/19/2011,,,2,,2,,,2,,0,,0,1406,W,117TH,ST,60643,1406 W 117TH ST chicago IL 60643,1169037.64490702,1827163.287228,41.68124553279174,-87.6568662999322,"41.68124553279174,-87.6568662999322"
11-04274195,12/19/2011,,,2,,2,,,2,,0,,0,8453,S,COLFAX,AVE,60617,8453 S COLFAX AVE chicago IL 60617,1194968.63937332,1849425.17078992,41.74173640465878,-87.56121567680289,"41.74173640465878,-87.56121567680289"
11-04274494,12/19/2011,Front,,2,Open,1,SIDE ENTRANCE,Vacant,1,,0,1,1,8904,S,EMERALD,AVE,60620,8904 S EMERALD AVE chicago IL 60620,1172866.79388928,1845866.39356587,41.73248628649094,-87.64230020157869,"41.73248628649094,-87.64230020157869"
11-04274538,12/19/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,2429,W,WINONA,ST,60625,2429 W WINONA ST chicago IL 60625,1159175.62933349,1934100.46579121,41.97490060762838,-87.69003554661148,"41.97490060762838,-87.69003554661148"
11-04274661,12/19/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,5236,S,CARPENTER,ST,60609,5236 S CARPENTER ST chicago IL 60609,1170202.38331295,1870086.51707998,41.799007645651656,-87.65135760259416,"41.799007645651656,-87.65135760259416"
11-04275098,12/19/2011,,,2,,2,,,2,,0,,0,3114,S,KOSTNER,AVE,60623,3114 S KOSTNER AVE chicago IL 60623,1147558.47078014,1883512.45997774,41.836313357254554,-87.73405551968293,"41.836313357254554,-87.73405551968293"
11-04275243,12/19/2011,Rear,,2,Open,1,BASEMENT,Vacant,1,,0,1,1,11219,S,WALLACE,ST,60628,11219 S WALLACE ST chicago IL 60628,1174309.3972812,1830485.76598959,41.690247728248224,-87.63747068455487,"41.690247728248224,-87.63747068455487"
11-04275491,12/19/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,1,1,1,1,5611,S,HERMITAGE,AVE,60636,5611 S HERMITAGE AVE chicago IL 60636,1165634.96992858,1867484.26001065,41.79196495409737,-87.66818121494501,"41.79196495409737,-87.66818121494501"
11-04275539,12/19/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3054,W,55TH,ST,60632,3054 W 55TH ST chicago IL 60632,1156859.91987588,1868004.33147321,41.793573902088816,-87.7003439906048,"41.793573902088816,-87.7003439906048"
11-04275596,12/19/2011,Front,,2,Open,1,FRONT AND REAR ACCESS POINTS,Vacant,1,,0,1,1,2904,N,KEATING,AVE,60641,2904 N KEATING AVE chicago IL 60641,1144224.08381757,1918886.82902091,41.93344801977308,-87.74540148553363,"41.93344801977308,-87.74540148553363"
11-04275889,12/19/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4320,N,WHIPPLE,ST,60618,4320 N WHIPPLE ST chicago IL 60618,1155272.96512375,1928554.85869877,41.959762660528014,-87.70453661156876,"41.959762660528014,-87.70453661156876"
11-04275946,12/19/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,2659,W,CULLERTON,ST,60608,2659 W CULLERTON ST chicago IL 60608,1158943.87810066,1890303.31986945,41.85472265475289,-87.69209194205243,"41.85472265475289,-87.69209194205243"
11-04275981,12/19/2011,Front,,2,Boarded,0,FRONT,Vacant,1,,0,1,1,6829,S,ABERDEEN,ST,60621,6829 S ABERDEEN ST chicago IL 60621,1170160.29706724,1859521.21486982,41.770016135989636,-87.65181904413578,"41.770016135989636,-87.65181904413578"
11-04276046,12/19/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,7246,S,COLES,AVE,60649,7246 S COLES AVE chicago IL 60649,1194447.64166707,1857663.44581669,41.76435568725956,-87.56285424336578,"41.76435568725956,-87.56285424336578"
11-04276838,12/20/2011,Front,,2,Open,1,GAS LEAK,Vacant,1,,0,1,1,2306,S,KOSTNER,AVE,60623,2306 S KOSTNER AVE chicago IL 60623,1147420.2405153,1888285.74160539,41.84941452455164,-87.73444060853673,"41.84941452455164,-87.73444060853673"
11-04277082,12/20/2011,Front,,2,Boarded,0,FRONT DOOR,Vacant,1,,0,,0,5601,S,THROOP,ST,60636,5601 S THROOP ST chicago IL 60636,1168613.51227391,1867627.07388743,41.79229309485118,-87.65725528854983,"41.79229309485118,-87.65725528854983"
11-04277183,12/20/2011,Front,,2,Open,1,SIDE WINDOW,Vacant,1,,0,1,1,9807,S,GREEN,ST,60643,9807 S GREEN ST chicago IL 60643,1172375.28570775,1839797.86387475,41.715844196054064,-87.644278760063,"41.715844196054064,-87.644278760063"
11-04277540,12/20/2011,Front,,2,Open,1,,Vacant,1,,0,,0,12025,S,INDIANA,AVE,60628,12025 S INDIANA AVE chicago IL 60628,1179741.36068288,1825177.56056998,41.67555910399595,-87.61774557521792,"41.67555910399595,-87.61774557521792"
11-04277603,12/20/2011,Front,,2,Open,1,FRONT/REAR/SIDE,Vacant,1,,0,,0,605,N,HOMAN,AVE,60624,605 N HOMAN AVE chicago IL 60624,1153604.84331278,1903825.18167064,41.891935832314054,-87.7113289237611,"41.891935832314054,-87.7113289237611"
11-04277641,12/20/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,9237,S,AVALON,AVE,60619,9237 S AVALON AVE chicago IL 60619,1186151.80519607,1843979.63219063,41.727005808678,-87.59369123550175,"41.727005808678,-87.59369123550175"
11-04277696,12/20/2011,Front,,2,Open,1,,Vacant,1,,0,,0,11709,S,MICHIGAN,AVE,60628,11709 S MICHIGAN AVE chicago IL 60628,1178938.9960341,1827271.81990174,41.68132431319152,-87.62061897041788,"41.68132431319152,-87.62061897041788"
11-04277705,12/20/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,2117,W,POTOMAC,AVE,60622,2117 W POTOMAC AVE chicago IL 60622,1162051.79513009,1908631.89816931,41.90495361956424,-87.68017256481794,"41.90495361956424,-87.68017256481794"
11-04277856,12/20/2011,Front,,2,Open,1,,Vacant,1,,0,,0,734,W,47TH,PL,60609,734 W 47TH PL chicago IL 60609,1172204.42868533,1873372.2802685,41.80798029860293,-87.64391901063253,"41.80798029860293,-87.64391901063253"
11-04277976,12/20/2011,Front,,2,Open,1,FRONT DOOR IS OPEN,Vacant,1,,0,,0,9304,S,CALUMET,AVE,60619,9304 S CALUMET AVE chicago IL 60619,1180218.26653206,1843362.53811423,41.72545027810467,-87.61544519794104,"41.72545027810467,-87.61544519794104"
11-04277977,12/20/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,9022,S,JUSTINE,ST,60620,9022 S JUSTINE ST chicago IL 60620,1167585.00387444,1844899.505913,41.72994774219373,-87.66167737473077,"41.72994774219373,-87.66167737473077"
11-04278044,12/20/2011,Garage,,2,Open,1,,Vacant,1,,0,1,1,9016,S,JUSTINE,ST,60620,9016 S JUSTINE ST chicago IL 60620,1167583.70387444,1844939.605913,41.73005781039914,-87.66168099075539,"41.73005781039914,-87.66168099075539"
11-04278162,12/20/2011,Rear,,2,Open,1,FRONT,Vacant,1,,0,,0,1415,W,65TH,ST,60636,1415 W 65TH ST chicago IL 60636,1167953.11998016,1861645.69002052,41.775893674585454,-87.65984863984905,"41.775893674585454,-87.65984863984905"
11-04278352,12/20/2011,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,5238,S,JUSTINE,ST,60609,5238 S JUSTINE ST chicago IL 60609,1166892.66541693,1869989.64957846,41.79881324513501,-87.66349787158691,"41.79881324513501,-87.66349787158691"
11-04278358,12/20/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,4635,W,ARMITAGE,AVE,60639,4635 W ARMITAGE AVE chicago IL 60639,1145128.12709095,1912890.45889183,41.91697633335611,-87.74223105129663,"41.91697633335611,-87.74223105129663"
11-04278413,12/20/2011,Front,,2,Open,1,OPEN,Vacant,1,,0,1,1,5205,S,WABASH,AVE,60615,5205 S WABASH AVE chicago IL 60615,1177599.55488995,1870446.30513094,41.799830690417004,-87.62421974063545,"41.799830690417004,-87.62421974063545"
11-04278579,12/20/2011,Front,,2,Open,1,BOARDS FALLING,Vacant,1,,0,,0,3219,E,92ND,ST,60617,3219 E 92ND ST chicago IL 60617,1199137.41518674,1844569.11829491,41.728307372793616,-87.54610451872544,"41.728307372793616,-87.54610451872544"
11-04279625,12/20/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3201,W,WALNUT,ST,60624,3201 W WALNUT ST chicago IL 60624,1154994.05027281,1901452.24312295,41.885396510690526,-87.70629063771054,"41.885396510690526,-87.70629063771054"
11-04280373,12/20/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,3917,W,ARTHINGTON,ST,60624,3917 W ARTHINGTON ST chicago IL 60624,1150410.35237751,1895747.92341638,41.86983389796321,-87.72327183045459,"41.86983389796321,-87.72327183045459"
11-04280387,12/20/2011,Front,,2,Open,1,,Occupied,0,,0,1,1,7250,S,SOUTH SHORE,DR,60649,7250 S SOUTH SHORE DR chicago IL 60649,1194860.04037768,1857825.39988211,41.76478995417418,-87.5613374011937,"41.76478995417418,-87.5613374011937"
11-04280444,12/20/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4639,S,LAKE PARK,AVE,60653,4639 S LAKE PARK AVE chicago IL 60653,1185884.96041923,1874497.29029822,41.81075530682854,-87.59370738767764,"41.81075530682854,-87.59370738767764"
11-04280717,12/20/2011,Front,,2,Open,1,FRONT/REAR,Vacant,1,,0,,0,7950,S,GREENWOOD,AVE,60619,7950 S GREENWOOD AVE chicago IL 60619,1184922.9321028,1852845.46936925,41.75136350151133,-87.59791517209895,"41.75136350151133,-87.59791517209895"
11-04280762,12/20/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,,0,4141,W,FULLERTON,AVE,60639,4141 W FULLERTON AVE chicago IL 60639,1148263.97012096,1915632.14758565,41.92443989856145,-87.73063907749881,"41.92443989856145,-87.73063907749881"
11-04280884,12/20/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,1,1,,0,5917,S,CARPENTER,ST,60621,5917 S CARPENTER ST chicago IL 60621,1170325.10741233,1865575.22026718,41.78662546620809,-87.6510388471261,"41.78662546620809,-87.6510388471261"
11-04280949,12/20/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6610,S,MICHIGAN,AVE,60637,6610 S MICHIGAN AVE chicago IL 60637,1178073.6300935,1861270.08530634,41.77463949144661,-87.62275930484185,"41.77463949144661,-87.62275930484185"
11-04281107,12/20/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,5952,S,MORGAN,ST,60621,5952 S MORGAN ST chicago IL 60621,1170662.71952037,1865349.75817449,41.78599941372683,-87.64980755809158,"41.78599941372683,-87.64980755809158"
11-04281129,12/20/2011,Front,,2,Open,1,,Vacant,1,1,1,1,1,6326,S,CAMPBELL,AVE,60629,6326 S CAMPBELL AVE chicago IL 60629,1160790.90083271,1862630.04028558,41.77874578870062,-87.68607765994265,"41.77874578870062,-87.68607765994265"
11-04281149,12/20/2011,Front,,2,Open,1,?,Vacant,1,,0,,0,5095,W,JACKSON,BLVD,60644,5095 W JACKSON BLVD chicago IL 60644,1142228.52227802,1898186.09261579,41.876680182047615,-87.75324958699343,"41.876680182047615,-87.75324958699343"
11-04281592,12/20/2011,Front,,2,Open,1,?,Vacant,1,,0,,0,8949,S,BISHOP,ST,60620,8949 S BISHOP ST chicago IL 60620,1168235.07082994,1845384.31792149,41.7312641931194,-87.65928207583187,"41.7312641931194,-87.65928207583187"
11-04281746,12/20/2011,Front,,2,Open,1,"FRONT DOOR, AND REAR DOOR UNBOARDED",Vacant,1,,0,1,1,5534,S,WOOD,ST,60636,5534 S WOOD ST chicago IL 60636,1165294.02780427,1867897.3903715,41.793105866517216,-87.66941969505905,"41.793105866517216,-87.66941969505905"
11-04281762,12/20/2011,Rear,,2,Open,1,BACK DOOR OPEN,Vacant,1,,0,,0,7138,S,HERMITAGE,AVE,60636,7138 S HERMITAGE AVE chicago IL 60636,1165915.25468224,1857357.6130296,41.76417017353052,-87.66744099368196,"41.76417017353052,-87.66744099368196"
11-04281763,12/20/2011,Front,,2,Open,1,FRONT DOOR OPEN,Vacant,1,,0,,0,7134,S,HERMITAGE,AVE,60636,7134 S HERMITAGE AVE chicago IL 60636,1165914.45468224,1857384.4130296,41.76424373336137,-87.6674431654595,"41.76424373336137,-87.6674431654595"
11-04282188,12/21/2011,Front,,2,Open,1,FRONT AND REAR DOORS/WINDOWS,Vacant,1,,0,1,1,1337,E,72ND,PL,60619,1337 E 72ND PL chicago IL 60619,1186380.08600185,1857198.16932953,41.76327342067148,-87.59243811279028,"41.76327342067148,-87.59243811279028"
11-04282875,12/21/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,3950,W,26TH,ST,60623,3950 W 26TH ST chicago IL 60623,1150378.29323429,1886430.25033427,41.84426569953749,-87.72363243973979,"41.84426569953749,-87.72363243973979"
11-04282883,12/21/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,7001,S,RACINE,AVE,60636,7001 S RACINE AVE chicago IL 60636,1169530.01051735,1858363.78386909,41.76685368116347,-87.65416290823156,"41.76685368116347,-87.65416290823156"
11-04283011,12/21/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,,0,948,W,19TH,ST,60608,948 W 19TH ST chicago IL 60608,1170388.50916905,1891107.09799669,41.856686073520784,-87.65006193831184,"41.856686073520784,-87.65006193831184"
11-04283041,12/21/2011,Front,,2,Open,1,REAR DOOR WIDE OPEN,Vacant,1,,0,,0,4447,W,JACKSON,BLVD,60624,4447 W JACKSON BLVD chicago IL 60624,1146786.22799495,1898316.4824919,41.8769522394827,-87.73651161272451,"41.8769522394827,-87.73651161272451"
11-04283113,12/21/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,1234,S,SAWYER,AVE,60623,1234 S SAWYER AVE chicago IL 60623,1154889.61002744,1894296.50999994,41.86576253132701,-87.70686595731613,"41.86576253132701,-87.70686595731613"
11-04283288,12/21/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3921,W,ARTHINGTON,ST,60624,3921 W ARTHINGTON ST chicago IL 60624,1150383.25237751,1895747.22341638,41.86983250554782,-87.72337134153899,"41.86983250554782,-87.72337134153899"
11-04283315,12/21/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,2311,S,KOLIN,AVE,60623,2311 S KOLIN AVE chicago IL 60623,1148012.84940725,1888230.27432153,41.84925095346537,-87.73226706360629,"41.84925095346537,-87.73226706360629"
11-04283461,12/21/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1449,N,MAPLEWOOD,AVE,60622,1449 N MAPLEWOOD AVE chicago IL 60622,1159142.32391675,1909550.01178384,41.90753329037239,-87.69083468877054,"41.90753329037239,-87.69083468877054"
11-04283480,12/21/2011,Garage,,2,Open,1,,Vacant,1,,0,,0,503,N,LARAMIE,AVE,60644,503 N LARAMIE AVE chicago IL 60644,1141612.76209788,1902798.07998918,41.88934744773653,-87.75539645527213,"41.88934744773653,-87.75539645527213"
11-04283714,12/21/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1349,N,MAYFIELD,AVE,60651,1349 N MAYFIELD AVE chicago IL 60651,1136775.990911,1908376.8267197,41.90474425346448,-87.77302554513322,"41.90474425346448,-87.77302554513322"
11-04283882,12/21/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,,0,3760,W,38TH,ST,60632,3760 W 38TH ST chicago IL 60632,1151994.3879881,1878882.50947113,41.823522086368655,-87.71790005204684,"41.823522086368655,-87.71790005204684"
11-04284321,12/21/2011,Front,,2,Open,1,FRONT AND BACK,Vacant,1,,0,,0,8701,S,SANGAMON,ST,60620,8701 S SANGAMON ST chicago IL 60620,1171497.11462863,1847136.57059827,41.736001895398296,-87.64728084029099,"41.736001895398296,-87.64728084029099"
11-04284355,12/21/2011,Garage,,2,Open,1,FRONT AN REAR DOORS ARE OPEN,Vacant,1,,0,1,1,7136,S,HERMITAGE,AVE,60636,7136 S HERMITAGE AVE chicago IL 60636,1165914.85468224,1857371.0130296,41.76420695344607,-87.66744207957025,"41.76420695344607,-87.66744207957025"
11-04284537,12/21/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4653,W,WELLINGTON,AVE,60641,4653 W WELLINGTON AVE chicago IL 60641,1144717.20699052,1919540.58956906,41.935232706476896,-87.74357273972197,"41.935232706476896,-87.74357273972197"
11-04285227,12/21/2011,Front,,2,Boarded,0,FRONT GARAGE DOOR IS MISSING AND THE GARAGE IS WIDE OPEN,Vacant,1,,0,,0,6335,S,ADA,ST,60636,6335 S ADA ST chicago IL 60636,1168408.73243089,1862750.4405749,41.77891544378188,-87.6581466063664,"41.77891544378188,-87.6581466063664"
11-04285965,12/21/2011,Front,,2,Open,1,VARIOUS,Vacant,1,,0,,0,3359,W,BERTEAU,AVE,60618,3359 W BERTEAU AVE chicago IL 60618,1153238.90370356,1927719.66980814,41.95751156081659,-87.71203703963906,"41.95751156081659,-87.71203703963906"
11-04286235,12/21/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,5226,S,LAFLIN,ST,60609,5226 S LAFLIN ST chicago IL 60609,1167222.4023851,1870078.86812813,41.79905101389604,-87.66228609871482,"41.79905101389604,-87.66228609871482"
11-04286410,12/21/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,,0,5145,S,RACINE,AVE,60609,5145 S RACINE AVE chicago IL 60609,1169194.30210581,1870665.77752702,41.8006190885858,-87.65503770194665,"41.8006190885858,-87.65503770194665"
11-04286432,12/21/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,,0,6548,S,CAMPBELL,AVE,60629,6548 S CAMPBELL AVE chicago IL 60629,1160834.85478831,1861155.70742419,41.77469910517232,-87.68595720942588,"41.77469910517232,-87.68595720942588"
11-04286448,12/21/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,5226,S,LOOMIS,BLVD,60609,5226 S LOOMIS BLVD chicago IL 60609,1167884.09619673,1870096.26676759,41.799084557126235,-87.65985901276323,"41.799084557126235,-87.65985901276323"
11-04287937,12/22/2011,Front,,2,Open,1,ALL WINDOWS AND DOORS ARE OPEN,Vacant,1,,0,1,1,5514,S,ELIZABETH,ST,60636,5514 S ELIZABETH ST chicago IL 60636,1168931.87999675,1868096.96001603,41.793575640337345,-87.65607430951543,"41.793575640337345,-87.65607430951543"
11-04288146,12/22/2011,Front,,2,Open,1,,Vacant,1,1,1,1,1,5349,S,WABASH,AVE,60615,5349 S WABASH AVE chicago IL 60615,1177624.23136568,1869536.30200945,41.797332997415175,-87.62415677839341,"41.797332997415175,-87.62415677839341"
11-04288208,12/22/2011,,,2,,2,,,2,,0,,0,5847,S,SHIELDS,AVE,60621,5847 S SHIELDS AVE chicago IL 60621,1174959.24987268,1866043.93203229,41.78780949084152,-87.63403374364043,"41.78780949084152,-87.63403374364043"
11-04288256,12/22/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,2319,W,AUGUSTA,BLVD,60622,2319 W AUGUSTA BLVD chicago IL 60622,1160764.79567069,1906603.2539012,41.899413652401584,-87.68495642780809,"41.899413652401584,-87.68495642780809"
11-04288369,12/22/2011,,,2,,2,,,2,,0,,0,914,W,78TH,ST,60620,914 W 78TH ST chicago IL 60620,1171508.98471004,1853118.71439936,41.75241743854905,-87.64706256501741,"41.75241743854905,-87.64706256501741"
11-04288640,12/22/2011,Front,,2,Open,1,FRONT AND REAR DOORS AND WINDOWS..,Vacant,1,,0,,0,3543,W,12TH,PL,60623,3543 W 12TH PL chicago IL 60623,1152946.05200875,1894060.64138759,41.86515397954478,-87.71400716326353,"41.86515397954478,-87.71400716326353"
11-04289063,12/22/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,1,1,1130,N,LOREL,AVE,60651,1130 N LOREL AVE chicago IL 60651,1140467.87440795,1907013.09307271,41.90093503557254,-87.75949748294228,"41.90093503557254,-87.75949748294228"
11-04289071,12/22/2011,Garage,,2,Open,1,,Vacant,1,,0,1,1,6329,S,ADA,ST,60636,6329 S ADA ST chicago IL 60636,1168407.13243089,1862790.6405749,41.77902579201537,-87.65815131495124,"41.77902579201537,-87.65815131495124"
11-04289117,12/22/2011,,,2,,2,,,2,,0,,0,2858,S,ST LOUIS,AVE,60623,2858 S ST LOUIS AVE chicago IL 60623,1153499.33092767,1884784.06438463,41.83968699159218,-87.71222237438397,"41.83968699159218,-87.71222237438397"
11-04289183,12/22/2011,,,2,,2,,,2,,0,,0,555,N,CICERO,AVE,60644,555 N CICERO AVE chicago IL 60644,1144260.45206557,1903341.58640693,41.89078954588676,-87.74565926091265,"41.89078954588676,-87.74565926091265"
11-04289249,12/22/2011,,,2,,2,,,2,,0,,0,4358,W,CRYSTAL,ST,60651,4358 W CRYSTAL ST chicago IL 60651,1147090.27071638,1907969.51997265,41.90343544061774,-87.73514816105471,"41.90343544061774,-87.73514816105471"
11-04289252,12/22/2011,,,2,,2,,,2,,0,,0,1501,N,LEAMINGTON,AVE,60651,1501 N LEAMINGTON AVE chicago IL 60651,1141762.86002915,1909494.51581288,41.907720474283394,-87.7546793568986,"41.907720474283394,-87.7546793568986"
11-04289439,12/22/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,2848,W,WASHINGTON,BLVD,60612,2848 W WASHINGTON BLVD chicago IL 60612,1157291.18000672,1900552.67500944,41.882881641017434,-87.69787958664493,"41.882881641017434,-87.69787958664493"
11-04289922,12/22/2011,Front,,2,Open,1,OPEN COMPELETY,Vacant,1,,0,1,1,1441,W,MARQUETTE,RD,60636,1441 W MARQUETTE RD chicago IL 60636,1167775.17403155,1860313.85778705,41.77224277999555,-87.66053917002547,"41.77224277999555,-87.66053917002547"
11-04290214,12/22/2011,Front,,2,Open,1,FRONT & BACK,Vacant,1,,0,1,1,2443,W,POLK,ST,60612,2443 W POLK ST chicago IL 60612,1160226.19360426,1896299.45007655,41.871150256514014,-87.68721965554046,"41.871150256514014,-87.68721965554046"
11-04291012,12/22/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,1399,S,KILDARE,AVE,60623,1399 S KILDARE AVE chicago IL 60623,1147943.12011883,1893027.74580631,41.86241715991011,-87.73239975233973,"41.86241715991011,-87.73239975233973"
11-04291487,12/22/2011,Rear,,2,Open,1,BACK DOOR OPEN,Vacant,1,,0,,0,4600,N,MALDEN,ST,60640,4600 N MALDEN ST chicago IL 60640,1166709.1266173,1930670.04356914,41.965328832602545,-87.66243131489698,"41.965328832602545,-87.66243131489698"
11-04292543,12/23/2011,Front,,2,Open,1,REAR DOOR AND BROKEN WINDOWS,Vacant,1,,0,1,1,6626,S,UNIVERSITY,AVE,60637,6626 S UNIVERSITY AVE chicago IL 60637,1184690.93166876,1861296.14451155,41.77455840311625,-87.59850078575086,"41.77455840311625,-87.59850078575086"
11-04292628,12/23/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,3406,W,NORTH,AVE,60647,3406 W NORTH AVE chicago IL 60647,1153348.61158771,1910424.88957124,41.91005114581057,-87.71209443573488,"41.91005114581057,-87.71209443573488"
11-04293485,12/23/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,2847,W,21ST,ST,60623,2847 W 21ST ST chicago IL 60623,1157494.66988393,1889929.44298679,41.8537262711581,-87.69742133453812,"41.8537262711581,-87.69742133453812"
11-04293765,12/23/2011,Front,,2,Open,1,WINDOWS AND FRONT AND REAR DOORS,Vacant,1,,0,,0,11800,S,WALLACE,ST,60628,11800 S WALLACE ST chicago IL 60628,1174428.84702418,1826644.00232956,41.679702679438314,-87.63714703408904,"41.679702679438314,-87.63714703408904"
11-04293852,12/23/2011,,,2,,2,,,2,,0,,0,3867,S,COTTAGE GROVE,AVE,60653,3867 S COTTAGE GROVE AVE chicago IL 60653,1182076.82006968,1879712.42022039,41.825155101593964,-87.60751352382457,"41.825155101593964,-87.60751352382457"
11-04293855,12/23/2011,,,2,,2,,,2,,0,,0,4717,S,UNION,AVE,60609,4717 S UNION AVE chicago IL 60609,1172426.02868533,1873529.5802685,41.80840706482603,-87.64310160813689,"41.80840706482603,-87.64310160813689"
11-04293871,12/23/2011,,,2,,2,,,2,,0,,0,1314,E,52ND,ST,60615,1314 E 52ND ST chicago IL 60615,1185771.29998419,1870922.62997979,41.80094886293101,-87.59423702782877,"41.80094886293101,-87.59423702782877"
11-04293887,12/23/2011,,,2,,2,,,2,,0,,0,4928,S,ASHLAND,AVE,60609,4928 S ASHLAND AVE chicago IL 60609,1166507.45887254,1872012.67281187,41.8043728846026,-87.66485281227284,"41.8043728846026,-87.66485281227284"
11-04294009,12/23/2011,Front,,2,Open,1,BASEMENT DOOR,Vacant,1,,0,1,1,3737,N,NEWCASTLE,AVE,60634,3737 N NEWCASTLE AVE chicago IL 60634,1130069.59910279,1924078.52951789,41.94794922448865,-87.79730000281522,"41.94794922448865,-87.79730000281522"
11-04294144,12/23/2011,Front,,2,Open,1,"FRONT/REAR DOORS, WINDOWS BROKEN",Vacant,1,,0,1,1,7120,S,LAFAYETTE,AVE,60621,7120 S LAFAYETTE AVE chicago IL 60621,1177075.70870602,1857663.39988589,41.76476491979505,-87.62652615459952,"41.76476491979505,-87.62652615459952"
11-04294420,12/23/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,1122,E,62ND,ST,60637,1122 E 62ND ST chicago IL 60637,1184634.63568028,1864122.54822142,41.78231562486402,-87.59861863116797,"41.78231562486402,-87.59861863116797"
11-04294539,12/23/2011,Front,,2,Open,1,"FRONT/REAR DOORS, WINDOWS -[SIDING COMPLETELY MISSING FROM PROPERTY]",Vacant,1,,0,1,1,2009,W,67TH,PL,60636,2009 W 67TH PL chicago IL 60636,1164129.58020878,1859893.24010505,41.771166030576914,-87.6739146957498,"41.771166030576914,-87.6739146957498"
11-04294972,12/23/2011,Front,,2,Open,1,FRONT AND REAR DOOR,Vacant,1,,0,1,1,1808,N,HARDING,AVE,60647,1808 N HARDING AVE chicago IL 60647,1149760.31997337,1911809.51847445,41.91392126019312,-87.72524040771425,"41.91392126019312,-87.72524040771425"
11-04294979,12/23/2011,Front,,2,Open,1,DOORS AND WINDOWS,Vacant,1,,0,1,1,1522,N,KEYSTONE,AVE,60651,1522 N KEYSTONE AVE chicago IL 60651,1149103.97008278,1909814.93419552,41.9084606713467,-87.72770347988369,"41.9084606713467,-87.72770347988369"
11-04295347,12/23/2011,Garage,,2,Open,1,,Vacant,1,,0,,0,8704,S,SANGAMON,ST,60620,8704 S SANGAMON ST chicago IL 60620,1171497.61462863,1847116.47059827,41.73594672729142,-87.64727959547947,"41.73594672729142,-87.64727959547947"
11-04295974,12/24/2011,Front,,2,Open,1,FRONT WINDOWS,Vacant,1,,0,1,1,2319,E,77TH,ST,60649,2319 E 77TH ST chicago IL 60649,1193075.23168965,1854365.72918127,41.75534011876462,-87.56799191035319,"41.75534011876462,-87.56799191035319"
