request_number,date_received,location_on_lot,dangerous_or_hazardous,dangerous,open_or_boarded,open,entry_point,vacant_or_occupied,vacant_flag,vacant_due_to_fire,fire_flag,people_using_property,in_use_flag,address_street_num,address_street_dir,address_street_name,address_street_suffix,zip_code,full_address,x_coordinate,y_coordinate,latitude,longitude,location,the_geom,area_number,community_area,neigh_number,neighborhood
11-03463229,2011-07-26 00:00:00,,,2,,2,,,2,,0,,0,1962,W,DEVON,AVE,60660,1962 W DEVON AVE chicago IL 60660,1162138.71991978,1942511.49156903,41.9979191861904,-87.6789029735747,"41.99791918619042,-87.6789029735747",01010000204FE58A00A7A94CB89ABB3141CC77D77DEFA33D41,2,WEST RIDGE,215,West Rogers Park
11-03888274,2011-10-03 00:00:00,Rear,,2,Boarded,0,REAR,Vacant,1,,0,,0,7220,N,OAKLEY,AVE,60645,7220 N OAKLEY AVE chicago IL 60645,1159747.22002329,1947851.07128704,42.0126209770582,-87.6875522986531,"42.012620977058155,-87.68755229865306",01010000204FE58A004372533843B2314111DE3F12CBB83D41,2,WEST RIDGE,215,West Rogers Park
12-00491923,2012-02-27 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1915,W,GRANVILLE,AVE,60660,1915 W GRANVILLE AVE chicago IL 60660,1162461.22987918,1941195.75340378,41.9943019911105,-87.6777536306333,"41.99430199111054,-87.67775363063333",01010000204FE58A00A85CD93ADDBC3141F411DFC0CB9E3D41,2,WEST RIDGE,215,West Rogers Park
12-00787133,2012-04-19 00:00:00,,,2,,2,,,2,,0,,0,2039,W,ARTHUR,AVE,60645,2039 W ARTHUR AVE chicago IL 60645,1161416.71056967,1943149.45322991,41.999684884081,-87.6815411248455,"41.99968488408104,-87.68154112484548",01010000204FE58A00D6E4E7B5C8B8314119E006746DA63D41,2,WEST RIDGE,215,West Rogers Park
11-00424293,2011-03-15 00:00:00,,,2,,2,,,2,,0,,0,2447,W,LUNT,AVE,60645,2447 W LUNT AVE chicago IL 60645,1158738.86157611,1946385.14052837,42.0086192320827,-87.6913030051462,"42.008619232082715,-87.69130300514622",01010000204FE58A007F4090DC52AE3141D1AAF92311B33D41,2,WEST RIDGE,215,West Rogers Park
11-00759611,2011-04-11 00:00:00,,,2,,2,,,2,,0,,0,2414,W,FARWELL,AVE,60645,2414 W FARWELL AVE chicago IL 60645,1158982.05190233,1945404.02012769,42.0059219984801,-87.690435350515,"42.00592199848015,-87.69043535051503",01010000204FE58A009A78490D46AF31419A1627053CAF3D41,2,WEST RIDGE,215,West Rogers Park
11-00759741,2011-04-11 00:00:00,,,2,,2,,,2,,0,,0,7107,N,WESTERN,AVE,60645,7107 N WESTERN AVE chicago IL 60645,1159024.82063309,1947343.92999473,42.0112442899138,-87.6902243843418,"42.01124428991385,-87.69022438434182",01010000204FE58A009C0215D270AF3141772214EECFB63D41,2,WEST RIDGE,215,West Rogers Park
11-00759815,2011-04-11 00:00:00,,,2,,2,,,2,,0,,0,6800,N,WESTERN,AVE,60645,6800 N WESTERN AVE chicago IL 60645,1159083.56383279,1945080.94048321,42.0050333651357,-87.6900708075964,"42.00503336513574,-87.69007080759643",01010000204FE58A0081585790ABAF3141F581C3F0F8AD3D41,2,WEST RIDGE,215,West Rogers Park
11-00926337,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,2620,W,ARTHUR,AVE,60645,2620 W ARTHUR AVE chicago IL 60645,1157595.81540978,1943036.78986911,41.9994546829352,-87.6956003453325,"41.99945468293519,-87.69560034533247",01010000204FE58A0002B2BED0DBA93141ACDC34CAFCA53D41,2,WEST RIDGE,215,West Rogers Park
11-00926712,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,2606,W,PETERSON,AVE,60659,2606 W PETERSON AVE chicago IL 60659,1157841.76868688,1939764.16222031,41.9904694316561,-87.6947853210087,"41.990469431656116,-87.69478532100874",01010000204FE58A00D2A9C8C4D1AA31412E45872934993D41,2,WEST RIDGE,215,West Rogers Park
11-01037250,2011-04-22 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,6449,N,ROCKWELL,ST,60645,6449 N ROCKWELL ST chicago IL 60645,1157818.98470923,1942707.39569904,41.9985462488143,-87.6947883993912,"41.99854624881432,-87.69478839939124",01010000204FE58A0073E715FCBAAA314144884C65B3A43D41,2,WEST RIDGE,215,West Rogers Park
11-01596581,2011-05-10 00:00:00,,,2,,2,,,2,,0,,0,6705,N,WASHTENAW,AVE,60645,6705 N WASHTENAW AVE chicago IL 60645,1157111.34539546,1944381.12969242,42.0031534904948,-87.6973458521983,"42.00315349049476,-87.69734585219828",01010000204FE58A003DD66B58F7A73141BE8533213DAB3D41,2,WEST RIDGE,215,West Rogers Park
11-02199894,2011-05-27 00:00:00,,,2,,2,,,2,,0,,0,6705,N,ROCKWELL,ST,60645,6705 N ROCKWELL ST chicago IL 60645,1157773.60343378,1944401.85189759,42.0031968282136,-87.6949088651328,"42.003196828213554,-87.69490886513285",01010000204FE58A00DEA27A9A8DAA3141E1F515DA51AB3D41,2,WEST RIDGE,215,West Rogers Park
11-02422388,2011-06-02 00:00:00,,,2,,2,,,2,,0,,0,6024,N,WASHTENAW,AVE,60659,6024 N WASHTENAW AVE chicago IL 60659,1157243.93359704,1939909.73472413,41.9908810996775,-87.6969803153005,"41.99088109967753,-87.69698031530048",01010000204FE58A00323700EF7BA831416EE116BCC5993D41,2,WEST RIDGE,215,West Rogers Park
11-02909333,2011-06-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,2418,W,COYLE,AVE,60645,2418 W COYLE AVE chicago IL 60645,1158938.82451605,1946065.0301038,42.0077367216451,-87.6905761305574,"42.00773672164507,-87.69057613055745",01010000204FE58A00DE7B13D31AAF3141F4E1B407D1B13D41,2,WEST RIDGE,215,West Rogers Park
11-02919319,2011-06-14 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,6658,N,FAIRFIELD,AVE,60645,6658 N FAIRFIELD AVE chicago IL 60645,1156787.39937608,1944061.97119404,42.0022843042213,-87.6985463415564,"42.002284304221284,-87.6985463415564",01010000204FE58A00C2823D66B3A63141302CA0F8FDA93D41,2,WEST RIDGE,215,West Rogers Park
11-03235949,2011-06-24 00:00:00,Garage,,2,Open,1,ALLEY  DOORS  MISSING,Vacant,1,,0,1,1,6524,N,MAPLEWOOD,AVE,60645,6524 N MAPLEWOOD AVE chicago IL 60645,1158137.18112763,1943211.29749666,41.9999224568232,-87.693604003848,"41.9999224568232,-87.69360400384801",01010000204FE58A005F615E2EF9AB3141B9BD284CABA63D41,2,WEST RIDGE,215,West Rogers Park
11-03386003,2011-07-15 00:00:00,Rear,,2,Open,1,"THIS IS A CONDO BLDG.  CALLER REPORTING UNIT 2 EAST HAS BEEN ABANDONED FOR OVER 7 YEARS,  BOARDS HAVE BEEN REMOVED FROM THE DOORS AND UNIT IS NOW FILLED WITH GARBAGE",Vacant,1,,0,1,1,2721,W,ROSEMONT,AVE,60659,2721 W ROSEMONT AVE chicago IL 60659,1156947.04066687,1941697.31086683,41.9957923330403,-87.6980235821655,"41.99579233304033,-87.69802358216549",01010000204FE58A00DD24690A53A73141F4F7944FC1A03D41,2,WEST RIDGE,215,West Rogers Park
11-03551157,2011-08-08 00:00:00,,,2,,2,,,2,,0,,0,6114,N,ROCKWELL,ST,60659,6114 N ROCKWELL ST chicago IL 60659,1157887.85762957,1940498.81129161,41.9924843961159,-87.6945956408262,"41.99248439611591,-87.69459564082622",01010000204FE58A008B9C8DDBFFAA314194CEB0CF129C3D41,2,WEST RIDGE,215,West Rogers Park
11-03580123,2011-08-11 00:00:00,Front,,2,Open,1,TALL BUSHES ALL AROUND THIS VACANT PROPERTY ..NXT DOOR TO 6237,Vacant,1,,0,,0,6239,N,ROCKWELL,ST,60659,6239 N ROCKWELL ST chicago IL 60659,1157861.94260959,1941322.81068555,41.9947460142415,-87.694668360113,"41.99474601424155,-87.69466836011296",01010000204FE58A00B2DC4EF1E5AA3141951689CF4A9F3D41,2,WEST RIDGE,215,West Rogers Park
11-03583915,2011-08-12 00:00:00,,,2,Open,1,FRONT,Vacant,1,,0,,0,6619,N,ROCKWELL,ST,,6619 N ROCKWELL ST chicago IL,1157789.16276877,1943831.35831934,42.0016310546694,-87.6948672739132,"42.00163105466936,-87.69486727391319",01010000204FE58A00D036AB299DAA3141F7D0BA5B17A93D41,2,WEST RIDGE,215,West Rogers Park
11-03623747,2011-08-19 00:00:00,Front,,2,Boarded,0,FRONT AND REAR,Vacant,1,,0,1,1,7044,N,ROCKWELL,ST,60645,7044 N ROCKWELL ST chicago IL 60645,1157738.8600036,1946743.38998718,42.0096228005678,-87.694972452591,"42.009622800567804,-87.69497245259096",01010000204FE58A00283229DC6AAA31412833D66377B43D41,2,WEST RIDGE,215,West Rogers Park
11-03664515,2011-08-25 00:00:00,Front,,2,Boarded,0,REAR- INFESTED W/CATS,Vacant,1,,0,1,1,6023,N,ROCKWELL,ST,60659,6023 N ROCKWELL ST chicago IL 60659,1157905.66868688,1939913.96222031,41.9908791814841,-87.6945461724728,"41.99087918148407,-87.69454617247277",01010000204FE58A0039102FAB11AB3141FB1154F6C9993D41,2,WEST RIDGE,215,West Rogers Park
11-03664610,2011-08-25 00:00:00,,,2,,2,,,2,,0,,0,6116,N,WASHTENAW,AVE,60659,6116 N WASHTENAW AVE chicago IL 60659,1157225.4389048,1940499.24880053,41.9924991285902,-87.6970322319748,"41.99249912859021,-87.6970322319748",01010000204FE58A00A2105C7069A831413C64B13F139C3D41,2,WEST RIDGE,215,West Rogers Park
11-03702118,2011-08-31 00:00:00,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,6619,N,ROCKWELL,ST,60645,6619 N ROCKWELL ST chicago IL 60645,1157789.16276877,1943831.35831934,42.0016310546694,-87.6948672739132,"42.00163105466936,-87.69486727391319",01010000204FE58A00D036AB299DAA3141F7D0BA5B17A93D41,2,WEST RIDGE,215,West Rogers Park
11-03977991,2011-10-19 00:00:00,Front,,2,Open,1,REAR,Vacant,1,,0,,0,7404,N,WASHTENAW,AVE,60645,7404 N WASHTENAW AVE chicago IL 60645,1157092.79621964,1949014.9242305,42.0158691600066,-87.69728743476,"42.01586916000662,-87.69728743475999",01010000204FE58A00E20CD5CBE4A73141BB5E9AEC56BD3D41,2,WEST RIDGE,215,West Rogers Park
11-04081360,2011-11-07 00:00:00,Front,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,2719,W,TOUHY,AVE,60645,2719 W TOUHY AVE chicago IL 60645,1156962.15591986,1947644.94707229,42.0121125609847,-87.697805577515,"42.012112560984676,-87.69780557751501",01010000204FE58A002B5DEA2762A73141605473F2FCB73D41,2,WEST RIDGE,215,West Rogers Park
11-04092943,2011-11-09 00:00:00,,,2,,2,,,2,,0,,0,6154,N,MOZART,ST,60659,6154 N MOZART ST chicago IL 60659,1156225.68058578,1940730.12001951,41.9931529746111,-87.7007034153367,"41.99315297461112,-87.70070341533668",01010000204FE58A00A3DE3AAE81A431413E99B91EFA9C3D41,2,WEST RIDGE,215,West Rogers Park
11-04116093,2011-11-14 00:00:00,Front,,2,Open,1,REAR 2ND FLOOR,Vacant,1,,0,1,1,2753,W,DEVON,AVE,60659,2753 W DEVON AVE chicago IL 60659,1156728.41737106,1942345.09209798,41.9975743195269,-87.6988101380792,"41.99757431952692,-87.69881013807915",01010000204FE58A006DD4D86A78A63141B4BB931749A33D41,2,WEST RIDGE,215,West Rogers Park
12-00324639,2012-02-22 00:00:00,,,2,,2,,,2,,0,,0,7224,N,ROCKWELL,ST,60645,7224 N ROCKWELL ST chicago IL 60645,1157725.19613145,1947935.1925699,42.0128934248942,-87.6949900279324,"42.012893424894166,-87.69499002793239",01010000204FE58A00B3AB35325DAA3141CF424C311FB93D41,2,WEST RIDGE,215,West Rogers Park
12-00624665,2012-03-16 00:00:00,,,2,,2,,,2,,0,,0,6130,N,MAPLEWOOD,AVE,60659,6130 N MAPLEWOOD AVE chicago IL 60659,1158214.82560572,1940611.862769,41.9927879155459,-87.6933898336405,"41.99278791554591,-87.69338983364054",01010000204FE58A007FE55AD346AC3141DF6DDEDC839C3D41,2,WEST RIDGE,215,West Rogers Park
12-00634746,2012-03-19 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,2840,W,DEVON,AVE,60659,2840 W DEVON AVE chicago IL 60659,1156131.88690575,1942326.74732487,41.9975360896032,-87.7010050564842,"41.99753608960321,-87.70100505648418",01010000204FE58A0057410CE323A43141C4AE50BF36A33D41,2,WEST RIDGE,215,West Rogers Park
12-00737804,2012-04-09 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,2723,W,TOUHY,AVE,60645,2723 W TOUHY AVE chicago IL 60645,1156936.15591986,1947643.94707229,42.0121103465814,-87.6979012711644,"42.01211034658142,-87.69790127116438",01010000204FE58A002B5DEA2748A73141605473F2FBB73D41,2,WEST RIDGE,215,West Rogers Park
12-00787061,2012-04-19 00:00:00,,,2,,2,,,2,,0,,0,2554,W,ESTES,AVE,60645,2554 W ESTES AVE chicago IL 60645,1158253.37002097,1947032.47998249,42.0104055293315,-87.6930714463285,"42.01040552933154,-87.69307144632847",01010000204FE58A00BDB1B95E6DAC3141E921E07A98B53D41,2,WEST RIDGE,215,West Rogers Park
12-00856290,2012-05-03 00:00:00,Front,,2,Open,1,SIDE,Vacant,1,,0,1,1,6136,N,WASHTENAW,AVE,60659,6136 N WASHTENAW AVE chicago IL 60659,1157221.2389048,1940631.64880053,41.9928625254202,-87.6970440624286,"41.99286252542015,-87.69704406242857",01010000204FE58A006FDD283D65A83141A2CA17A6979C3D41,2,WEST RIDGE,215,West Rogers Park
11-02200235,2011-05-27 00:00:00,,,2,,2,,,2,,0,,0,3301,W,DEVON,AVE,60659,3301 W DEVON AVE chicago IL 60659,1153215.79362908,1942236.88837906,41.9973481020152,-87.7117347205421,"41.99734810201519,-87.71173472054208",01010000204FE58A0080462BCBBF98314161CF6CE3DCA23D41,13,NORTH PARK,215,West Rogers Park
11-02726833,2011-06-09 00:00:00,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,4106,W,81ST,ST,60652,4106 W 81ST ST chicago IL 60652,1150410.66430274,1850526.39622193,41.745739467586,-87.7244468959851,"41.74573946758604,-87.72444689598511",01010000204FE58A008FBE0FAACA8D3141E7CC6E659E3C3C41,70,ASHBURN,176,Scottsdale
11-03902630,2011-10-05 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4201,W,82ND,ST,60652,4201 W 82ND ST chicago IL 60652,1149783.27427802,1849716.48718016,41.7435290937072,-87.7267667263451,"41.743529093707174,-87.72676672634512",01010000204FE58A0096153746578B3141C6D6B77C74393C41,70,ASHBURN,176,Scottsdale
11-03903535,2011-10-05 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4201,W,82ND,PL,60652,4201 W 82ND PL chicago IL 60652,1149801.25881079,1849460.91182691,41.7428274017181,-87.7267074303491,"41.7428274017181,-87.7267074303491",01010000204FE58A00876C4142698B3141067D6DE974383C41,70,ASHBURN,176,Scottsdale
11-03909243,2011-10-06 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4155,W,78TH,PL,60652,4155 W 78TH PL chicago IL 60652,1150007.24731883,1852113.24457129,41.7501018806272,-87.7258840656961,"41.75010188062716,-87.72588406569612",01010000204FE58A006F49503F378C31415C399C3ED1423C41,70,ASHBURN,176,Scottsdale
11-03951790,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,8191,S,KILDARE,AVE,60652,8191 S KILDARE AVE chicago IL 60652,1148937.22882199,1849950.53698684,41.7441876915215,-87.7298607259243,"41.744187691521454,-87.72986072592434",01010000204FE58A00F413943A0988314134F877895E3A3C41,70,ASHBURN,176,Scottsdale
11-03952004,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,8132,S,TRIPP,AVE,60652,8132 S TRIPP AVE chicago IL 60652,1149745.06509652,1850156.3446049,41.7447368793273,-87.7268953712046,"41.74473687932734,-87.72689537120465",01010000204FE58A00602AAA10318B3141D80638582C3B3C41,70,ASHBURN,176,Scottsdale
11-03952163,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7969,S,KOLIN,AVE,60652,7969 S KOLIN AVE chicago IL 60652,1148743.89477268,1851187.31837148,41.7475853582499,-87.7305373865565,"41.74758535824989,-87.73053738655649",01010000204FE58A0086D20FE54787314117CB8051333F3C41,70,ASHBURN,176,Scottsdale
11-03952482,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7839,S,KEELER,AVE,60652,7839 S KEELER AVE chicago IL 60652,1149901.26537414,1852523.29981586,41.7512291959845,-87.7262618337537,"41.75122919598446,-87.72626183375371",01010000204FE58A00458FEF43CD8B314172BBC04C6B443C41,70,ASHBURN,176,Scottsdale
11-03952501,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7847,S,KEDVALE,AVE,60652,7847 S KEDVALE AVE chicago IL 60652,1150209.78989612,1852455.11492696,41.7510361056251,-87.7251329942024,"41.75103610562515,-87.72513299420241",01010000204FE58A00D3A136CA018D31416FDA6B1D27443C41,70,ASHBURN,176,Scottsdale
11-00185391,2011-02-04 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,8115,S,KILBOURN,AVE,60652,8115 S KILBOURN AVE chicago IL 60652,1147819.65259058,1850249.04027492,41.7450282728219,-87.7339480876562,"41.74502827282192,-87.7339480876562",01010000204FE58A001F2D10A7AB83314108754F0A893B3C41,70,ASHBURN,176,Scottsdale
11-02742994,2011-06-10 00:00:00,,,2,,2,,,2,,0,,0,8101,S,KOLMAR,AVE,60652,8101 S KOLMAR AVE chicago IL 60652,1147550.86566676,1850332.33853368,41.7452619918361,-87.7349308571033,"41.74526199183605,-87.73493085710331",01010000204FE58A0037569CDD9E823141AC24AA56DC3B3C41,70,ASHBURN,176,Scottsdale
11-03254050,2011-06-27 00:00:00,Front,,2,Open,1,TURN THE RUNNING WATER OFF,Vacant,1,,0,,0,4681,W,82ND,ST,60652,4681 W 82ND ST chicago IL 60652,1146732.15853139,1849671.89040513,41.7434651862592,-87.7379475291098,"41.74346518625916,-87.73794752910979",01010000204FE58A005F8395286C7F31413297F1E347393C41,70,ASHBURN,176,Scottsdale
11-03699352,2011-08-31 00:00:00,,,2,,2,,,2,,0,,0,8417,S,KNOX,AVE,60652,8417 S KNOX AVE chicago IL 60652,1146780.01062434,1848238.38970441,41.7395304882812,-87.7378085415449,"41.73953048828119,-87.73780854154492",01010000204FE58A00D946B8029C7F314110ABC363AE333C41,70,ASHBURN,176,Scottsdale
11-03951557,2011-10-14 00:00:00,Front,,2,Boarded,0,13TH WARD WALK THROUGH,Vacant,1,,0,,0,7949,S,KOSTNER,AVE,60652,7949 S KOSTNER AVE chicago IL 60652,1148442.41313424,1851795.95040103,41.7492613429516,-87.7316265260121,"41.74926134295159,-87.7316265260121",01010000204FE58A00622AC3691A8631415E7B4DF393413C41,70,ASHBURN,176,Scottsdale
11-03952037,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,4634,W,82ND,PL,60652,4634 W 82ND PL chicago IL 60652,1147229.68206881,1849425.33729676,41.7427791389089,-87.7361308109645,"41.74277913890889,-87.73613081096451",01010000204FE58A00C10F9CAE5D8131419914595651383C41,70,ASHBURN,176,Scottsdale
11-03952051,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,4622,W,82ND,ST,60652,4622 W 82ND ST chicago IL 60652,1147487.14430367,1849759.2579169,41.7436905706851,-87.7351789431823,"41.743690570685075,-87.73517894318228",01010000204FE58A00D715F1245F8231418BD706429F393C41,70,ASHBURN,176,Scottsdale
11-03952067,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,4631,W,82ND,ST,60652,4631 W 82ND ST chicago IL 60652,1147164.74998766,1849703.29989204,41.7435431552559,-87.7363616621634,"41.74354315525588,-87.73636166216338",01010000204FE58A00F830FFBF1C81314188B9C54C67393C41,70,ASHBURN,176,Scottsdale
11-03952095,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,8022,S,KOLMAR,AVE,60652,8022 S KOLMAR AVE chicago IL 60652,1147531.98056715,1850908.4323992,41.7468432575557,-87.7349853777043,"41.746843257555675,-87.73498537770433",01010000204FE58A00E17206FB8B823141C7B6B16E1C3E3C41,70,ASHBURN,176,Scottsdale
11-03952113,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,8072,S,KENTON,AVE,60652,8072 S KENTON AVE chicago IL 60652,1147404.91001679,1850512.56000718,41.7457593362027,-87.735461083132,"41.745759336202696,-87.73546108313197",01010000204FE58A0040DCF6E80C8231416CA15C8F903C3C41,70,ASHBURN,176,Scottsdale
11-03952140,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,4447,W,79TH,PL,60652,4447 W 79TH PL chicago IL 60652,1148011.49340588,1851586.40311369,41.748694566547,-87.733210965651,"41.74869456654698,-87.73321096565095",01010000204FE58A0006D94F7E6B84314173753267C2403C41,70,ASHBURN,176,Scottsdale
11-03952207,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7944,S,KENNETH,AVE,60652,7944 S KENNETH AVE chicago IL 60652,1148182.60331653,1851356.15008953,41.7480594346289,-87.7325898382052,"41.74805943462889,-87.73258983820519",01010000204FE58A00BDF3729A1685314177446C26DC3F3C41,70,ASHBURN,176,Scottsdale
11-04204455,2011-12-03 00:00:00,Front,,2,Open,1,DOORS,Vacant,1,,0,1,1,8141,S,KILBOURN,AVE,60652,8141 S KILBOURN AVE chicago IL 60652,1147825.65259058,1850079.44027492,41.7445627451673,-87.7339304312305,"41.74456274516734,-87.7339304312305",01010000204FE58A001F2D10A7B18331416FDBB570DF3A3C41,70,ASHBURN,176,Scottsdale
11-04226213,2011-12-08 00:00:00,Front,,2,Open,1,DOORS MISSING,Vacant,1,,0,1,1,8139,S,KILBOURN,AVE,60652,8139 S KILBOURN AVE chicago IL 60652,1147825.15259058,1850092.44027492,41.744598429069,-87.7339319315177,"41.744598429069015,-87.73393193151767",01010000204FE58A001F2D1027B18331416FDBB570EC3A3C41,70,ASHBURN,176,Scottsdale
12-00218762,2012-02-17 00:00:00,Front,,2,Open,1,,Occupied,0,,0,,0,8401,S,KILBOURN,AVE,60652,8401 S KILBOURN AVE chicago IL 60652,1147884.81992587,1848471.55068454,41.7401492734504,-87.7337546804681,"41.74014927345038,-87.73375468046811",01010000204FE58A006DA9E6D1EC8331417AA9F98C97343C41,70,ASHBURN,176,Scottsdale
12-00220868,2012-02-17 00:00:00,Front,,2,Open,1,GETTINGINTHRU THE FRONT -- WITH A KEY -- THE PEOPLE WHO USE TO OWN IT. ONE OF THE KIDS.... PEOPLE GOING IN AND OUT OF IT ..,Vacant,1,,0,1,1,8411,S,KENTON,AVE,60652,8411 S KENTON AVE chicago IL 60652,1147069.70319475,1848336.18029916,41.7397933376451,-87.736744653114,"41.73979333764511,-87.73674465311399",01010000204FE58A00369204B4BD803141F415282E10343C41,70,ASHBURN,176,Scottsdale
12-00654046,2012-03-22 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7700,S,KNOX,AVE,60652,7700 S KNOX AVE chicago IL 60652,1146741.99001975,1853127.52002773,41.7529478711922,-87.7378238736677,"41.75294787119217,-87.73782387366771",01010000204FE58A0031EF71FD757F31418D892085C7463C41,70,ASHBURN,176,Scottsdale
11-03972770,2011-10-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7814,S,KILPATRICK,AVE,60652,7814 S KILPATRICK AVE chicago IL 60652,1146432.18547874,1852330.70778527,41.7507671543061,-87.7389793748686,"41.750767154306125,-87.73897937486862",01010000204FE58A00E2887B2F407E31415B6A31B5AA433C41,70,ASHBURN,176,Scottsdale
11-03951815,2011-10-14 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,4035,W,80TH,PL,60652,4035 W 80TH PL chicago IL 60652,1150755.01010868,1850825.60597568,41.7465538578421,-87.7231773546995,"41.746553857842095,-87.72317735469954",01010000204FE58A00827B9602238F3141E038219BC93D3C41,70,ASHBURN,176,Scottsdale
11-04112714,2011-11-14 00:00:00,,,2,,2,,,2,,0,,0,8012,S,KOMENSKY,AVE,60652,8012 S KOMENSKY AVE chicago IL 60652,1150786.28197128,1851058.94009249,41.7471935586242,-87.7230567015284,"41.74719355862421,-87.72305670152845",01010000204FE58A0012452F48428F3141C4E6A9F0B23E3C41,70,ASHBURN,176,Scottsdale
11-00333983,2011-02-28 00:00:00,Garage,,2,Open,1,ALLAROUND,Vacant,1,,0,,0,8005,S,BLACKSTONE,AVE,60619,8005 S BLACKSTONE AVE chicago IL 60619,1187554.67298148,1852205.5896685,41.749545477059,-87.5882915582427,"41.74954547705899,-87.58829155824274",01010000204FE58A00A78348ACE21E3241CB83F4962D433C41,45,AVALON PARK,7,Avalon Park
11-02092107,2011-05-24 00:00:00,,,2,,2,,,2,,0,,0,7944,S,WOODLAWN,AVE,60619,7944 S WOODLAWN AVE chicago IL 60619,1185595.01681037,1852462.66991736,41.7502972711583,-87.5954643693943,"41.75029727115832,-87.5954643693943",01010000204FE58A0035AF4D043B17324140B47FAB2E443C41,45,AVALON PARK,7,Avalon Park
11-02378446,2011-06-01 00:00:00,,,2,,2,,,2,,0,,0,7915,S,WOODLAWN,AVE,60619,7915 S WOODLAWN AVE chicago IL 60619,1185589.01681037,1852686.36991736,41.7509112674999,-87.5954793260204,"41.75091126749987,-87.59547932602035",01010000204FE58A0035AF4D043517324173E7B25E0E453C41,45,AVALON PARK,7,Avalon Park
11-03243357,2011-06-24 00:00:00,Front,,2,Boarded,0,FRONT DOOR IS OPEN,Vacant,1,,0,1,1,7913,S,AVALON,AVE,60619,7913 S AVALON AVE chicago IL 60619,1185919.22120899,1852780.01000336,41.7511604481003,-87.5942663640136,"41.751160448100336,-87.59426636401359",01010000204FE58A000227A1387F18324188948F026C453C41,45,AVALON PARK,7,Avalon Park
11-03376677,2011-07-14 00:00:00,,,2,,2,,,2,,0,,0,7901,S,AVALON,AVE,60619,7901 S AVALON AVE chicago IL 60619,1185917.02120899,1852860.61000336,41.7513816743227,-87.5942718887325,"41.751381674322744,-87.59427188873248",01010000204FE58A00CEF36D057D183241222E299CBC453C41,45,AVALON PARK,7,Avalon Park
12-00045250,2012-01-10 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7928,S,KIMBARK,AVE,60619,7928 S KIMBARK AVE chicago IL 60619,1186254.53058956,1852687.3179144,41.7508981815059,-87.5930405607933,"41.750898181505946,-87.59304056079333",01010000204FE58A00A8B7D487CE1932418FD662510F453C41,45,AVALON PARK,7,Avalon Park
12-00617618,2012-03-15 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7933,S,BLACKSTONE,AVE,60619,7933 S BLACKSTONE AVE chicago IL 60619,1187543.37041879,1852649.53049703,41.7507639617178,-87.588318888866,"41.75076396171775,-87.58831888886597",01010000204FE58A000DC4D35ED71E324142A7CE87E9443C41,45,AVALON PARK,7,Avalon Park
12-00617984,2012-03-15 00:00:00,Front,,2,Open,1,BACK  DOOR IS MISSING,Vacant,1,,0,1,1,7933,S,DANTE,AVE,60619,7933 S DANTE AVE chicago IL 60619,1187230.2700887,1852675.02999924,41.7508413687313,-87.5894654145728,"41.7508413687313,-87.5894654145728",01010000204FE58A00768824459E1D3241BB07AE0703453C41,45,AVALON PARK,7,Avalon Park
